¥éËweb-scraper-order,web-scraper-start-url,notelink,notelink-href,familyname,notename
1574390993-652,https://www.fragrantica.com/notes/,Black Amber,https://www.fragrantica.com/notes/Goat-hair-412.html,"MUSK, AMBER, ANIMALIC SMELLS",Black Amber
1574392871-1078,https://www.fragrantica.com/notes/,Arum Lily,https://www.fragrantica.com/notes/Arum-Lily-215.html,WHITE FLOWERS,Arum Lily
1574393746-1313,https://www.fragrantica.com/notes/,Red Currant,https://www.fragrantica.com/notes/Red-Currant-134.html,"FRUITS, VEGETABLES AND NUTS",Red Currant
1574392431-963,https://www.fragrantica.com/notes/,Portulaca or Pigweed,https://www.fragrantica.com/notes/Portulaca-or-Pigweed-587.html,"GREENS, HERBS AND FOUGERES",Portulaca or Pigweed
1574392234-922,https://www.fragrantica.com/notes/,Asafoetida,https://www.fragrantica.com/notes/Asafoetida-278.html,SPICES,Asafoetida
1574393686-1295,https://www.fragrantica.com/notes/,Watermelon,https://www.fragrantica.com/notes/Watermelon-173.html,"FRUITS, VEGETABLES AND NUTS",Watermelon
1574390480-497,https://www.fragrantica.com/notes/,Tennis ball,https://www.fragrantica.com/notes/Tennis-ball-557.html,SYNTHETIC,Tennis ball
1574392757-1051,https://www.fragrantica.com/notes/,Aloe Vera,https://www.fragrantica.com/notes/Aloe-Vera-484.html,"GREENS, HERBS AND FOUGERES",Aloe Vera
1574391781-801,https://www.fragrantica.com/notes/,Amaranth,https://www.fragrantica.com/notes/Amaranth-619.html,WOODS AND MOSSES,Amaranth
1574393880-1353,https://www.fragrantica.com/notes/,Jackfruit,https://www.fragrantica.com/notes/Jackfruit-462.html,"FRUITS, VEGETABLES AND NUTS",Jackfruit
1574393103-1143,https://www.fragrantica.com/notes/,Orchid,https://www.fragrantica.com/notes/Orchid-154.html,FLOWERS,Orchid
1574392006-861,https://www.fragrantica.com/notes/,Candied Fruits,https://www.fragrantica.com/notes/Candied-Fruits-948.html,SWEETS AND GOURMAND SMELLS,Candied Fruits
1574390681-557,https://www.fragrantica.com/notes/,Fire,https://www.fragrantica.com/notes/Fire-960.html,SYNTHETIC,Fire
1574390548-516,https://www.fragrantica.com/notes/,Pebbles,https://www.fragrantica.com/notes/Pebbles-457.html,SYNTHETIC,Pebbles
1574391908-834,https://www.fragrantica.com/notes/,Kulfi,https://www.fragrantica.com/notes/Kulfi-661.html,SWEETS AND GOURMAND SMELLS,Kulfi
1574393139-1154,https://www.fragrantica.com/notes/,Monoi Oil,https://www.fragrantica.com/notes/Monoi-Oil-668.html,FLOWERS,Monoi Oil
1574390902-624,https://www.fragrantica.com/notes/,Cognac,https://www.fragrantica.com/notes/Cognac-280.html,BEVERAGES,Cognac
1574393894-1357,https://www.fragrantica.com/notes/,Guarana,https://www.fragrantica.com/notes/Guarana-532.html,"FRUITS, VEGETABLES AND NUTS",Guarana
1574393285-1192,https://www.fragrantica.com/notes/,Impatiens,https://www.fragrantica.com/notes/Impatiens-567.html,FLOWERS,Impatiens
1574392199-915,https://www.fragrantica.com/notes/,Cinnamon,https://www.fragrantica.com/notes/Cinnamon-65.html,SPICES,Cinnamon
1574393911-1363,https://www.fragrantica.com/notes/,Goji Berries,https://www.fragrantica.com/notes/Goji-Berries-696.html,"FRUITS, VEGETABLES AND NUTS",Goji Berries
1574394159-1430,https://www.fragrantica.com/notes/,Grapefruit,https://www.fragrantica.com/notes/Grapefruit-76.html,CITRUS SMELLS,Grapefruit
1574391624-763,https://www.fragrantica.com/notes/,Guaiac Wood,https://www.fragrantica.com/notes/Guaiac-Wood-36.html,WOODS AND MOSSES,Guaiac Wood
1574392378-951,https://www.fragrantica.com/notes/,Satureja,https://www.fragrantica.com/notes/Satureja-541.html,"GREENS, HERBS AND FOUGERES",Satureja
1574391665-774,https://www.fragrantica.com/notes/,Coffee Tree,https://www.fragrantica.com/notes/Coffee-Tree-1014.html,WOODS AND MOSSES,Coffee Tree
1574390628-540,https://www.fragrantica.com/notes/,Iso E Super,https://www.fragrantica.com/notes/Iso-E-Super-422.html,SYNTHETIC,Iso E Super
1574393665-1289,https://www.fragrantica.com/notes/,Yumberry,https://www.fragrantica.com/notes/Yumberry-650.html,"FRUITS, VEGETABLES AND NUTS",Yumberry
1574393171-1163,https://www.fragrantica.com/notes/,Mariposa Lily,https://www.fragrantica.com/notes/Mariposa-Lily-1008.html,FLOWERS,Mariposa Lily
1574393458-1235,https://www.fragrantica.com/notes/,Delonix,https://www.fragrantica.com/notes/Delonix-1020.html,FLOWERS,Delonix
1574392189-912,https://www.fragrantica.com/notes/,Cloves,https://www.fragrantica.com/notes/Cloves-61.html,SPICES,Cloves
1574390714-567,https://www.fragrantica.com/notes/,Cork,https://www.fragrantica.com/notes/Cork-844.html,SYNTHETIC,Cork
1574393030-1124,https://www.fragrantica.com/notes/,Pomegranate Blossom,https://www.fragrantica.com/notes/Pomegranate-Blossom-255.html,FLOWERS,Pomegranate Blossom
1574392437-965,https://www.fragrantica.com/notes/,Pear Leaf,https://www.fragrantica.com/notes/Pear-Leaf-372.html,"GREENS, HERBS AND FOUGERES",Pear Leaf
1574392506-982,https://www.fragrantica.com/notes/,Matcha Tea,https://www.fragrantica.com/notes/Matcha-Tea-1001.html,"GREENS, HERBS AND FOUGERES",Matcha Tea
1574392794-1061,https://www.fragrantica.com/notes/,Orange Blossom,https://www.fragrantica.com/notes/Orange-Blossom-16.html,WHITE FLOWERS,Orange Blossom
1574391244-711,https://www.fragrantica.com/notes/,Woody Zion,https://www.fragrantica.com/notes/Woody-Zion-776.html,WOODS AND MOSSES,Woody Zion
1574392077-881,https://www.fragrantica.com/notes/,Sichuan Pepper,https://www.fragrantica.com/notes/Sichuan-Pepper-213.html,SPICES,Sichuan Pepper
