NAME,MONTH,CITY,STATE,ZIP_CODE,MESSAGE_COUNT
Loretto Methodist Church,2024-06-01 00:00:00.000 Z,Loretto,TN,38469,738
HighPointe Church,2022-03-01 00:00:00.000 Z,Philadelphia,PA,19128,162
Sonrise Church,2024-10-01 00:00:00.000 Z,Torrington,WY,82240,1345
New Bethel Baptist Church,2024-10-01 00:00:00.000 Z,Evansville,IN,47712,1428
Faith Lutheran Church,2024-07-01 00:00:00.000 Z,Hastings,NE,68901,1512
Life Changers Church,2024-08-01 00:00:00.000 Z,Austin,TX,78757,22093
New Bethel Baptist Church,2024-08-01 00:00:00.000 Z,Evansville,IN,47712,510
Hibernia Baptist Church,2023-08-01 00:00:00.000 Z,Fleming Island,FL,32003,1972
Rock Sink Baptist Church,2024-09-01 00:00:00.000 Z,Old Town,FL,32680,212
HopeTown Church,2023-06-01 00:00:00.000 Z,Huntsville,AL,35801,60
Epic Church,2024-04-01 00:00:00.000 Z,Dundalk,MD,21222,11192
New Hope Church of the Nazarene,2024-11-01 00:00:00.000 Z,Princeton,IL,61356,19226
Joshua & Margie Boswell - Jonesboro Ward,2024-09-01 00:00:00.000 Z,Jonesboro,AR,72401,713
Dunn's Grove Baptist Church,2023-10-01 00:00:00.000 Z,Albemarle,NC,28001,121
Mabank First A/G,2022-11-01 00:00:00.000 Z,Mabank,TX,75147,212
Corporate Chaplains of America,2025-01-01 00:00:00.000 Z,Erie,CO,80516,58
Sonrise Church,2025-01-01 00:00:00.000 Z,Torrington,WY,82240,305
Anchor Church,2021-12-01 00:00:00.000 Z,Boynton Beach,FL,33436,280
Life Changers Church,2024-11-01 00:00:00.000 Z,Austin,TX,78757,6761
Loretto Methodist Church,2024-03-01 00:00:00.000 Z,Loretto,TN,38469,6205
Locality,2023-04-01 00:00:00.000 Z,Roseville,CA,95747,94
Calvary Church,2023-07-01 00:00:00.000 Z,Bentonville,AR,72712,2243
Hibernia Baptist Church,2024-02-01 00:00:00.000 Z,Fleming Island,FL,32003,2352
Edgecommunity,2023-04-01 00:00:00.000 Z,Suisun City,CA,94585,16882
HighPointe Church,2023-09-01 00:00:00.000 Z,Philadelphia,PA,19128,980
Greater Faith Grace Bible Church,2022-12-01 00:00:00.000 Z,Rialto,CA,92377,53741
500 North Church,2023-09-01 00:00:00.000 Z,Edinburgh,IN,46124,86
Favor City Church,2024-07-01 00:00:00.000 Z,Las Vegas,NV,89123,60
Macomb Assembly,2023-06-01 00:00:00.000 Z,Macomb,IL,61455,116
Iraq Mission Jonathan Webb,2024-06-01 00:00:00.000 Z,Jupiter,FL,33458,10028
Axios Irvine,2023-09-01 00:00:00.000 Z,Tustin,CA,92780,1215
Crossroads Church,2024-11-01 00:00:00.000 Z,Albertville,AL,35950,146
Prayer at the Heart,2024-12-01 00:00:00.000 Z,Westlake,OH,44145,92
Mimosa Ct. Community Builders,2024-02-01 00:00:00.000 Z,Gardner,KS,66030,16
Rosalee - Mission Church ,2024-05-01 00:00:00.000 Z,Ventura,CA,93003,3521
Hillside Wesleyan Church,2024-09-01 00:00:00.000 Z,North Street,MI,48049,3325
Treasure the Valley,2024-03-01 00:00:00.000 Z,Boise,ID,83711,876
Crossway Student Ministry,2024-01-01 00:00:00.000 Z,San Antonio,TX,78232,368
Epic Church,2024-09-01 00:00:00.000 Z,Dundalk,MD,21222,12253
Cielo Vista Church,2023-02-01 00:00:00.000 Z,El Paso,TX,79936,2396
DREAM CENTER ESPERANZA,2022-12-01 00:00:00.000 Z,ARECIBO,PR,00612,11985
Crown of Beauty for Ashes Prayer Call,2023-06-01 00:00:00.000 Z,Bronx,NY,10466,456
Winterville First Baptist Church,2024-11-01 00:00:00.000 Z,Winterville,GA,30683,1037
FBC Mon City,2023-03-01 00:00:00.000 Z,Monongahela,PA,15063,458
New Testament Church of Perry,2024-12-01 00:00:00.000 Z,Perry,NY,14530,80
Ewing Full Gospel ASSEMBLY OF GOD,2023-05-01 00:00:00.000 Z,Ewing,NE,68735,15
Calimesa Worship Center,2023-10-01 00:00:00.000 Z,Calimesa,CA,92320,113
Eleventh Element,2024-05-01 00:00:00.000 Z,Boynton Beach,FL,33435,2309
Gateway Christian Church,2024-09-01 00:00:00.000 Z,Clarksville,TN,37043,1030
Rock Bible Chapel,2023-06-01 00:00:00.000 Z,Rock,MI,49880,3
"First Baptist Church - Parsons, TN",2024-10-01 00:00:00.000 Z,Parsons,TN,38363,1679
Second Avenue Baptist Church ,2023-10-01 00:00:00.000 Z,Rome,GA,30161,622
St Andrew Church ,2024-06-01 00:00:00.000 Z,Saint Petersburg,FL,33712,53
Second Macedonia Baptist Church,2023-08-01 00:00:00.000 Z,Philadelphia,PA,19141,154
Second Avenue Baptist Church ,2024-04-01 00:00:00.000 Z,Rome,GA,30161,811
Ministry Dynamics,2023-11-01 00:00:00.000 Z,Sonora,CA,95370,106
Seneca Baptist Church,2024-04-01 00:00:00.000 Z,Seneca,SC,29678,13
DREAM CENTER ESPERANZA,2023-06-01 00:00:00.000 Z,ARECIBO,PR,00612,216
Faith 2 Faith Glory 2 Glory Church ,2024-04-01 00:00:00.000 Z,Spartanburg,SC,29302,1455
Praise Tabernacle,2023-07-01 00:00:00.000 Z,Cranston,RI,02905,2
First Baptist Church Woodstock,2023-07-01 00:00:00.000 Z,Woodstock,GA,30188,58
Larry Braziel Consulting,2024-05-01 00:00:00.000 Z,Chatsworth,GA,30705,2
Mimosa Ct. Community Builders,2022-12-01 00:00:00.000 Z,Gardner,KS,66030,133
Pentecostal Evangelistic Outreach Church,2024-08-01 00:00:00.000 Z,Brooklyn,NY,11216,39
Forest Ridge Baptist Church,2024-09-01 00:00:00.000 Z,Forest Hill,MD,21050,3
Emmanuel Church in Philadelphia ,2024-08-01 00:00:00.000 Z,Philadelphia,PA,19139,20
Macomb Assembly,2024-03-01 00:00:00.000 Z,Macomb,IL,61455,26
Winterville First Baptist Church,2024-04-01 00:00:00.000 Z,Winterville,GA,30683,26
Oakville Presbyterian,2023-02-01 00:00:00.000 Z,Shedd,OR,97377,77
Macomb Assembly,2024-09-01 00:00:00.000 Z,Macomb,IL,61455,26
Awaken church Midlothian ,2024-11-01 00:00:00.000 Z,Midlothian,TX,76065,26
Epic Church,2024-11-01 00:00:00.000 Z,Dundalk,MD,21222,9494
Living Word Family Worship Center ,2023-11-01 00:00:00.000 Z,Lebanon,TN,37087,6
Newsong Church,2024-04-01 00:00:00.000 Z,Bronx,NY,10475,4
Mel Manthey,2024-10-01 00:00:00.000 Z,Shakopee,MN,55379,5
Edinboro Community Church,2023-12-01 00:00:00.000 Z,Edinboro,PA,16412,4
New York Conference of Seventh-Day Adventists,2024-08-01 00:00:00.000 Z,Syracuse,NY,13215,1
Never the Same,2023-10-01 00:00:00.000 Z,Hudsonville,MI,49426,118
HopeTown Church,2023-10-01 00:00:00.000 Z,Huntsville,AL,35801,13
Lulu Baptist Church,2024-05-01 00:00:00.000 Z,Lulu,FL,32061,4
Tcog ,2023-11-01 00:00:00.000 Z,Albuquerque,NM,87120,4
PrayerFuse,2023-02-01 00:00:00.000 Z,South Florida,FL,,2
SHEKINAH GLORY FELLOWSHIP CENTER,2022-01-01 00:00:00.000 Z,Fayetteville,GA,,207
The Safe Place Safe Room,2024-09-01 00:00:00.000 Z,Durant,OK,74701,6
Fellowship Baptist Church ,2023-04-01 00:00:00.000 Z,Parkersburg,WV,26105,13
Lighthouse Christian Church,2023-10-01 00:00:00.000 Z,Rosemount,MN,55068,23
Be Still Women's Retreat ,2024-05-01 00:00:00.000 Z,Nampa,ID,83687,330
Arrows Church,2022-05-01 00:00:00.000 Z,Papillion,NE,68046,3
New Found Life Kingdom Church,2023-11-01 00:00:00.000 Z,Bronx,NY,10469,3
Holly Grove Church ,2024-08-01 00:00:00.000 Z,Brighton,TN,38011,6
Good Soil Ministries,2024-12-01 00:00:00.000 Z,Cologne,MN,55322,3
The Chillicothe Salvation Army ,2024-02-01 00:00:00.000 Z,Chillicothe,OH,45601,25
Mental Health Ministry,2023-08-01 00:00:00.000 Z,Susquehanna,PA,18847,68
Pine Grove Wesleyan Church ,2024-03-01 00:00:00.000 Z,Pine Grove,PA,17963,10
Flemington First Church Of Christ,2023-09-01 00:00:00.000 Z,Lock Haven,PA,17745,1
Hillsong Canada,2023-12-01 00:00:00.000 Z,Buffalo,NY,14213,2
Hibernia Baptist Church,2023-07-01 00:00:00.000 Z,Fleming Island,FL,32003,17
Prairie View Baptist Church,2024-11-01 00:00:00.000 Z,Lake City,IL,61937,46
Life Factors Ministries,2025-02-01 00:00:00.000 Z,Altoona,PA,16602,49
Compassion Church McEwen ,2025-01-01 00:00:00.000 Z,Mc Ewen,TN,37101,2318
SpiritSong Fest Christian Festival,2025-01-01 00:00:00.000 Z,Mason,OH,45040,2
Hope Hub,2024-03-01 00:00:00.000 Z,Atlanta,GA,30319,4217
Avalon Worship,2023-12-01 00:00:00.000 Z,Chattanooga,TN,37411,2
Equipped Church Las Vegas,2025-01-01 00:00:00.000 Z,Las Vegas,NV,89130,2479
THE JESUS CHURCH ,2024-11-01 00:00:00.000 Z,Victoria,TX,77901,3565
CityView Worship Church of Oxnard,2024-11-01 00:00:00.000 Z,Oxnard,CA,93033,6055
Browers Wesleyan Church,2024-11-01 00:00:00.000 Z,Asheboro,NC,27205,4156
Ukrainian Full Gospel Pentecostal Church,2024-11-01 00:00:00.000 Z,Tacoma,WA,98422,1106
LifeWell: a christian church,2024-11-01 00:00:00.000 Z,Crown Point,IN,,7465
Greater Faith M. B. Church,2024-11-01 00:00:00.000 Z,Grenada,MS,38901,769
Highpointe Apostolic Church,2024-11-01 00:00:00.000 Z,Monteagle,TN,37356,376
Fresh Faith Community Church of the Nazarene ,2022-10-01 00:00:00.000 Z,Mount Gilead,OH,43338,140
Profound Faith,2024-07-01 00:00:00.000 Z,Atlanta,GA,30328,61665
Watermark Church,2024-07-01 00:00:00.000 Z,Grand Haven,MI,49417,7
Community Disciples of Christ,2023-05-01 00:00:00.000 Z,Miami,FL,33127,350
New Beginnings Church of the Hudson Valley,2024-04-01 00:00:00.000 Z,Kerhonkson,NY,12446,5309
Charleston First Assembly of God,2023-09-01 00:00:00.000 Z,Charleston,SC,29414,1624
Wellspring Church,2023-07-01 00:00:00.000 Z,Charlotte,NC,28270,24
Genesis Community Church,2023-12-01 00:00:00.000 Z,Port Saint Lucie,FL,34952,129
St. Matthew C.M.E. Church Milwaukee,2024-11-01 00:00:00.000 Z,Milwaukee,WI,53206,2
Rochester Christian Church,2024-03-01 00:00:00.000 Z,Rochester,MI,48306,9799
Bayou City Fellowship - 33 The Series for Men - Volume 3 | Tomball ,2024-03-01 00:00:00.000 Z,Tomball,TX,77375,44
The Fellowship at Western Oaks,2024-10-01 00:00:00.000 Z,Oklahoma City,OK,73127,8997
Harmony Church,2023-04-01 00:00:00.000 Z,Avon,IN,46123,42
The Light Church WPB,2022-07-01 00:00:00.000 Z,West Palm Beach,FL,33405,13
Pastor Chris Attaway,2023-12-01 00:00:00.000 Z,Bedford,OH,44146,42219
Central Baptist Church,2024-07-01 00:00:00.000 Z,Mebane,NC,27302,1514
Zion's Cause,2024-05-01 00:00:00.000 Z,Benton,KY,42025,4935
Christ the King Community Church Port Orange,2024-07-01 00:00:00.000 Z,Port Orange,FL,32128,6036
Patmos Chapel,2023-12-01 00:00:00.000 Z,Apopka,FL,32703,11698
Faith Baptist Church,2023-12-01 00:00:00.000 Z,Minneapolis,MN,55412,857
CityView Worship Church of Oxnard,2022-02-01 00:00:00.000 Z,Oxnard,CA,93033,5797
Iglesia Bautista Southside,2024-01-01 00:00:00.000 Z,Corpus Christi,TX,78413,1894
Mercy Road Church Northwest ,2023-01-01 00:00:00.000 Z,Indianapolis,IN,46268,2004
Fresh Faith Community Church of the Nazarene ,2022-12-01 00:00:00.000 Z,Mount Gilead,OH,43338,91
Phil M Penrod,2022-12-01 00:00:00.000 Z,Saint Louis,MO,63128-3149,124
The Rio Community Church,2024-01-01 00:00:00.000 Z,El Paso,TX,79932,672
Webb City Church of the Nazarene,2023-05-01 00:00:00.000 Z,Webb City,MO,64870,493
Southwest Christian Center ,2024-04-01 00:00:00.000 Z,Bakersfield,CA,93309,48
Gateway Church Gathering Syracuse,2023-12-01 00:00:00.000 Z,East Syracuse,NY,13057,163
Profound Faith,2023-12-01 00:00:00.000 Z,Atlanta,GA,30328,11766
TheBibleTC,2023-11-01 00:00:00.000 Z,Grand Rapids,MI,49508,380
"First Church of God, Tulare",2023-08-01 00:00:00.000 Z,Tulare,CA,93274,20
Charleston First Assembly of God,2024-03-01 00:00:00.000 Z,Charleston,SC,29414,1519
Valley Vineyard Church,2023-05-01 00:00:00.000 Z,Chippewa Falls,WI,54729,13
First New Life Church,2024-11-01 00:00:00.000 Z,Phoenix,AZ,85041,2
Tuttle First Assembly of God ,2024-06-01 00:00:00.000 Z,Tuttle,OK,73089,656
CityView Worship Church of Oxnard,2022-11-01 00:00:00.000 Z,Oxnard,CA,93033,3816
Crossroads Community Church,2024-08-01 00:00:00.000 Z,Kenneth City,FL,33709,254
The Fellowship at Western Oaks,2025-01-01 00:00:00.000 Z,Oklahoma City,OK,73127,2438
Springfield Seventh-day Adventist Church,2024-12-01 00:00:00.000 Z,Springfield,MO,65802,4400
Zeal Church,2024-12-01 00:00:00.000 Z,Nashville,TN,37209,2583
Freedom Church ,2024-12-01 00:00:00.000 Z,Richmond,VA,23228,2216
First Presbyterian Church,2024-12-01 00:00:00.000 Z,Harrisonburg,VA,22801,498
First Glance,2024-12-01 00:00:00.000 Z,Akron,OH,44314,339
The A.M.E. Zion Church,2023-11-01 00:00:00.000 Z,Charlotte,NC,28217,1343
The Rock Church,2023-02-01 00:00:00.000 Z,Draper,UT,84020,30
Genesis Community Church,2024-01-01 00:00:00.000 Z,Port Saint Lucie,FL,34952,113
Kingdom Tabernacle Worship Assembly,2023-08-01 00:00:00.000 Z,Katy,TX,77493,2
Healing Encounter Nights,2023-04-01 00:00:00.000 Z,West Palm Beach,FL,33415-5134,31
Revival International Church,2024-09-01 00:00:00.000 Z,Mankato,MN,56001,27
Quarry Rock Church,2022-10-01 00:00:00.000 Z,Dell Rapids,SD,57022,132
AMERICA ORA Y ADORA - Canzion Group LP,2024-07-01 00:00:00.000 Z,Spring,TX,77388,35
Friends Worship Center,2024-01-01 00:00:00.000 Z,Columbus,OH,43223,1806
Mercy Road Church Northwest ,2023-08-01 00:00:00.000 Z,Indianapolis,IN,46268,1279
Grace Christian Family Church,2024-05-01 00:00:00.000 Z,Fort Lauderdale,FL,33319,1658
The Jesus Pattern,2022-12-01 00:00:00.000 Z,Clarksville,TN,37042-4548,97
McLane Church,2023-11-01 00:00:00.000 Z,Edinboro,PA,16412,36
Salem First Baptist,2023-04-01 00:00:00.000 Z,Salem,OR,97301,43
AMERICA ORA Y ADORA - Canzion Group LP,2022-02-01 00:00:00.000 Z,Spring,TX,77388,7518
First Assembly of God Newbern,2023-11-01 00:00:00.000 Z,Newbern,TN,38059,685
Dayspring College,2023-11-01 00:00:00.000 Z,Mobile,AL,36695,2422
Trinity Church of the Nazarene,2024-01-01 00:00:00.000 Z,Duncanville,TX,75116,14
Gloo Spanish ,2023-08-01 00:00:00.000 Z,Boulder,CO,80302,6
MinistriesByPG,2024-09-01 00:00:00.000 Z,Jacksonville,FL,32241,11
Mission Vineyard Church,2023-10-01 00:00:00.000 Z,San Antonio,TX,78209,136
VIVA Church International,2023-11-01 00:00:00.000 Z,Dallas,TX,75223,23
Southside Community Fellowship,2023-06-01 00:00:00.000 Z,Billings,MT,59101,26
Family House Fellowship,2023-09-01 00:00:00.000 Z,Cedar Park,TX,78630,13
Starr Rise,2023-06-01 00:00:00.000 Z,Raeford,NC,28376,4
Calvary Houston,2024-10-01 00:00:00.000 Z,Friendswood,TX,77546,9
Experience Church,2023-03-01 00:00:00.000 Z,Murfreesboro,TN,37129,39
Sharing His Love,2023-09-01 00:00:00.000 Z,Yatahey,NM,87375,18
True North Community Church,2023-09-01 00:00:00.000 Z,Bohemia,NY,11716,102
new hope Organization,2024-07-01 00:00:00.000 Z,Odessa,TX,79761,378
First Free Will Baptist Church,2023-10-01 00:00:00.000 Z,Pearl,MS,39208,276
Bayside Chapel,2024-10-01 00:00:00.000 Z,Barnegat,NJ,08005,2592
Healing Place Church,2024-12-01 00:00:00.000 Z,Baton Rouge,LA,70809,209
Excellerate Ministries,2024-12-01 00:00:00.000 Z,Danielsville,GA,30633,1773
Alma School Road Church of Christ,2024-07-01 00:00:00.000 Z,Chandler,AZ,85224-4315,57
Redeemer Church,2024-09-01 00:00:00.000 Z,Milwaukee,WI,53220,97
Carey Baptist Association,2024-06-01 00:00:00.000 Z,Lake Charles,LA,70601,11
Genesis Community Church,2024-03-01 00:00:00.000 Z,Port Saint Lucie,FL,34952,25
Rohi Christian Church,2023-08-01 00:00:00.000 Z,San Jose,CA,95122,30
First New Life Church,2022-11-01 00:00:00.000 Z,Phoenix,AZ,85041,28
Covenant Counseling and Coaching,2022-09-01 00:00:00.000 Z,Oklahoma City ,OK,73162,18
Columbia Metro Baptist Association,2024-10-01 00:00:00.000 Z,Columbia,SC,29209,1249
Iglesia Bautista Southside,2023-08-01 00:00:00.000 Z,Corpus Christi,TX,78413,318
Grace Christian Family Church,2023-11-01 00:00:00.000 Z,Fort Lauderdale,FL,33319,25
Faith Baptist Church,2024-07-01 00:00:00.000 Z,Minneapolis,MN,55412,330
Central Heights Church,2023-12-01 00:00:00.000 Z,Abbotsford,CA,,124
Blu the Barber,2023-06-01 00:00:00.000 Z,Roswell,GA,30075,4
Maranatha The House of Prayer.,2024-01-01 00:00:00.000 Z,Washington,DC,20011,6
Central Heights Church,2023-06-01 00:00:00.000 Z,Abbotsford,CA,,1
He Gets Us,2023-03-01 00:00:00.000 Z,Boulder,CO,80301,58
Phil M Penrod,2024-10-01 00:00:00.000 Z,Saint Louis,MO,63128-3149,13
Quarry Rock Church,2024-03-01 00:00:00.000 Z,Dell Rapids,SD,57022,592
New Covenant Church San Antonio ,2023-04-01 00:00:00.000 Z,San Antonio,TX,78216,3
MinistriesByPG,2024-03-01 00:00:00.000 Z,Jacksonville,FL,32241,4
Mercy Road Church Northwest ,2023-12-01 00:00:00.000 Z,Indianapolis,IN,46268,506
The PTSD Foundation of America,2023-03-01 00:00:00.000 Z,Royse City,TX,75189,7
Faith Community Church of Coopersville,2023-11-01 00:00:00.000 Z,Coopersville,MI,49404,18
Scotchtown Presbyterian Church,2023-11-01 00:00:00.000 Z,Middletown,NY,10941,5
Grace Point,2023-07-01 00:00:00.000 Z,Newtown,PA,18940,5
Christ United,2023-11-01 00:00:00.000 Z,Mobile,AL,36609,2
DIVE Men's Ministry,2024-02-01 00:00:00.000 Z,Lynchburg,VA,24502,26
Corporate Chaplains of America,2024-02-01 00:00:00.000 Z,Cleveland,TN,37312,4
Kingdom Teachers International Ministries,2023-06-01 00:00:00.000 Z,Fort Lauderdale,FL,33359,1
Rohi Christian Church,2023-01-01 00:00:00.000 Z,San Jose,CA,95122,1
Revelation Frisco,2023-03-01 00:00:00.000 Z,Frisco,TX,75034,4
Grace Walk Church,2023-03-01 00:00:00.000 Z,Tempe,AZ,85288,1
Brandi N Williams,2023-12-01 00:00:00.000 Z,Warrenville,IL,60555,2
First Glance,2024-08-01 00:00:00.000 Z,Akron,OH,44314,1
Avalon Español,2025-01-01 00:00:00.000 Z,Orlando,FL,32828,17829
Andrews Church of God,2025-01-01 00:00:00.000 Z,Andrews,SC,29510,6519
Deer Park Baptist Church,2025-01-01 00:00:00.000 Z,Charleston,SC,29406,105
Purvis/Talowah Methodist Church,2025-01-01 00:00:00.000 Z,Purvis,MS,39475,4098
Vertical Student Ministry,2024-12-01 00:00:00.000 Z,Lincoln,NE,68505,5460
Crosspoint Students,2024-12-01 00:00:00.000 Z,Modesto,CA,95354,3823
Highland Hills Baptist Church,2024-12-01 00:00:00.000 Z,Henderson,NV,89002,65
Trinity Evangelical Lutheran Church,2024-11-01 00:00:00.000 Z,Walden,NY,12586,2493
Saint Mark Baptist Church,2024-11-01 00:00:00.000 Z,Little Rock,AR,72204,9838
San Jose Central SDA Church,2024-11-01 00:00:00.000 Z,San Jose,CA,95116,566
Discovery Church Colorado,2024-11-01 00:00:00.000 Z,Colorado Springs,CO,80918,62
Northland Cathedral,2023-07-01 00:00:00.000 Z,Kansas City,MO,64155,140
Living Faith C.O.G.I.C.,2023-09-01 00:00:00.000 Z,Cleveland,OH,44102,252
Living Springs AG,2022-06-01 00:00:00.000 Z,PALESTINE,TX,75803,87
First Baptist Church Gulfport,2023-09-01 00:00:00.000 Z,Gulfport,MS,39503,174
Woodlawn Elizabeth Missionary Baptist Church,2024-03-01 00:00:00.000 Z,Woodlawn,TN,37191,114
Next Level ,2023-08-01 00:00:00.000 Z,Kansas City,MO,64118,6
cfParis,2024-07-01 00:00:00.000 Z,Paris,TX,75460,636
Calvary Chapel,2024-07-01 00:00:00.000 Z,Montville,CT,06382,25015
Gloo Charlotte,2021-10-01 00:00:00.000 Z,Charlotte,NC,,228
First Southern Baptist Church of Wickenburg ,2024-09-01 00:00:00.000 Z,Wickenburg,AZ,85390,308
Battlefield of Life Worship Center,2023-08-01 00:00:00.000 Z,Rock Spring,GA,30739,91
Restoration Place,2024-02-01 00:00:00.000 Z,Tallahassee,FL,32303,18
Granger Community Church,2023-06-01 00:00:00.000 Z,Granger,IN,46530,30
Avalon Español,2024-04-01 00:00:00.000 Z,Orlando,FL,32828,16119
Center Point,2025-01-01 00:00:00.000 Z,Salida,CA,95368,24
High Street community Church,2025-01-01 00:00:00.000 Z,Santa Cruz,CA,95060,4
Memorial Baptist Rossville,2024-06-01 00:00:00.000 Z,Rossville,GA,30741,3911
Calvary Chapel Rock Hill ,2023-12-01 00:00:00.000 Z,Rock Hill,SC,29732,7067
Faith & Love Center Church,2024-08-01 00:00:00.000 Z,Philadelphia,PA,19150,5
College Park Church,2024-10-01 00:00:00.000 Z,Huntsville,AL,35816,1932
Iglesia emmanuel A.D. ,2023-09-01 00:00:00.000 Z,Banning,CA,92220,1558
WE ARE ONE,2024-07-01 00:00:00.000 Z,Imlay City,MI,48444,695
First Baptist Church Farmers Branch,2024-10-01 00:00:00.000 Z,Farmers Branch,TX,75234,4570
Greater Deliverance Church,2024-03-01 00:00:00.000 Z,Vineland,NJ,08360,821
Restoration Hope Ministries,2024-04-01 00:00:00.000 Z,Oakland,CA,94621,36638
Park Baptist Church,2024-05-01 00:00:00.000 Z,Brookfield,MO,64628,1701
Western Mountains Baptist Church ,2023-06-01 00:00:00.000 Z,Kingfield,ME,04947,139
O'Fallon Assembly of God,2024-01-01 00:00:00.000 Z,O Fallon,IL,62269,123
Meadowlawn Condominiums,2024-09-01 00:00:00.000 Z,Mentor,OH,44060,7052
Movement City Church,2023-09-01 00:00:00.000 Z,Fort Worth,TX,76123,53
Dunamis Presbyterian church,2023-12-01 00:00:00.000 Z,Des Plaines,IL,60016,1788
Emmanuel Baptist Church,2024-03-01 00:00:00.000 Z,Picton,OH,,9692
Bible Believers Community Church ,2023-11-01 00:00:00.000 Z,Frederica,DE,19946,603
Christian Victory Center,2023-11-01 00:00:00.000 Z,Gaithersburg,MD,20877,67
Centerpoint Church,2024-04-01 00:00:00.000 Z,Valrico,FL,33594,50406
New Life Church,2024-12-01 00:00:00.000 Z,Flemington,NJ,08822,892
Southern Wells Community Church,2024-12-01 00:00:00.000 Z,Poneto,IN,46781,3839
Christian Victory Center,2024-08-01 00:00:00.000 Z,Gaithersburg,MD,20877,140
Highland Hills Baptist Church,2024-07-01 00:00:00.000 Z,Henderson,NV,89002,199
St Paul's Lutheran Church,2023-06-01 00:00:00.000 Z,Ellicottville,NY,14731,21
Redeemer Lutheran Church,2023-09-01 00:00:00.000 Z,Wayzata,MN,55391,45
Garden Church,2023-10-01 00:00:00.000 Z,Portland,OR,97209,20
Fusion Ministries International,2023-10-01 00:00:00.000 Z,Greeley,CO,80631,35
Ruth - Mission Church Ventura,2022-04-01 00:00:00.000 Z,Ventura,CA,93003,2661
Foundation Church,2023-12-01 00:00:00.000 Z,McKinney,TX,75070,24
Wentzville Lodge #46,2024-08-01 00:00:00.000 Z,Wentzville,MO,63385,1
Ebenezer Gospel Assembly,2024-06-01 00:00:00.000 Z,Bridgeport,CT,06607,270
Peninsula Bible Chuch,2023-05-01 00:00:00.000 Z,Palo Alto,CA,94306,22
Lebanon Church of the Nazarene,2024-05-01 00:00:00.000 Z,Columbia,KY,42728,51
O'Fallon Assembly of God,2024-04-01 00:00:00.000 Z,O Fallon,IL,62269,304
Foundation Church,2023-11-01 00:00:00.000 Z,McKinney,TX,75070,49
New International Church Chicago,2023-08-01 00:00:00.000 Z,Lansing,IL,60438,77
Renee's Growth Team,2023-02-01 00:00:00.000 Z,Belleville,IL,62223,34
Providence Baptist Church,2023-12-01 00:00:00.000 Z,Irvine,KY,40336,38
Changed Life Church,2024-04-01 00:00:00.000 Z,Kuna,ID,83634,9
Northland Cathedral,2023-12-01 00:00:00.000 Z,Kansas City,MO,64155,67
The Light,2024-01-01 00:00:00.000 Z,Huntsville,AL,35803,3
Oak Orchard Assembly of God,2023-09-01 00:00:00.000 Z,Medina,NY,14103,1215
Providence Baptist Church,2023-08-01 00:00:00.000 Z,Irvine,KY,40336,154
Highland Hills Baptist Church,2023-10-01 00:00:00.000 Z,Henderson,NV,89002,128
Appointed Church Las Vegas,2024-03-01 00:00:00.000 Z,Las Vegas,NV,89129,336
Elohim Christian,2024-07-01 00:00:00.000 Z,Richmond Hill,NY,11418,9160
